target,ids,date,flag,user,text,procesado,Polaridad,Subjetividad,palabras,Label_enc,nLabel,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
Positiva,1979287183.0,Sun May 31 02:24:08 PDT 2009,NO_QUERY,baldeggie,@1KrazyKorean: I so want that BB  stuck with the 8310 is it AWESOME ?,"['want', 'stuck', 'awesome']",1.0,1.0,14.0,2.0,1.0,0.27,0.0,0.73,0.5267,3.0,1.0,1.0,1.0,1.0
Neutral,2238404848.0,Fri Jun 19 07:14:12 PDT 2009,NO_QUERY,BritanieT,starbucks til three. ,"['starbucks', 'til', 'three']",0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Neutral,2069193550.0,Sun Jun 07 15:25:57 PDT 2009,NO_QUERY,heaven_hills,i'm so wiki today. posting images of velvet underground's tribute ,"['wiki', 'today', 'posting', 'images', 'velvet', 'underground', 'tribute']",0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Neutral,1979030275.0,Sun May 31 01:21:25 PDT 2009,NO_QUERY,jeremstarxxx,Can't go to the beach cause it's raining  add me on my official myspace http://myspace.com/jeremstar,"['beach', 'cause', 'raining', 'add', 'official', 'myspace']",0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0
Positiva,1956244451.0,Thu May 28 21:28:24 PDT 2009,NO_QUERY,jessicaacosta,great day parasailing w/my mom and aunt!! they let go of all their fears i was so blessed to see them face their fears  great times!,"['great', 'day', 'parasailing', 'mom', 'aunt', 'let', 'fears', 'blessed', 'see', 'face', 'fears', 'great', 'times']",0.8,0.75,26.0,2.0,1.0,0.218,0.311,0.471,0.8176,2.0,2.0,2.0,1.0,1.0
Positiva,2189184639.0,Mon Jun 15 23:26:16 PDT 2009,NO_QUERY,dokus,"Starting the day with a hot bath, me like  Now all that's missing is a massage ","['starting', 'day', 'hot', 'bath', 'like', 'missing', 'massage']",0.016666666666666663,0.3333333333333333,16.0,2.0,1.0,0.227,0.515,0.258,0.0772,1.0,1.0,1.0,1.0,1.0
Positiva,1979157309.0,Sun May 31 01:52:10 PDT 2009,NO_QUERY,LizCasales,Really great time in hollywood...awesome time with friends! Love u guys ,"['really', 'great', 'time', 'hollywood', 'awesome', 'time', 'friends', 'love', 'guys']",0.7666666666666666,0.7833333333333333,11.0,2.0,1.0,0.0,0.24,0.76,0.9501,2.0,1.0,3.0,2.0,1.0
Positiva,2072298582.0,Sun Jun 07 20:45:38 PDT 2009,NO_QUERY,wannabejonsgirl,@JonathanRKnight   Where are you??  Jordan beat you to twit   Hope you got the snoring problem under control  LOL!!,"['jordan', 'beat', 'twit', 'hope', 'got', 'snoring', 'problem', 'control', 'lol']",0.8,0.7,18.0,2.0,1.0,0.188,0.417,0.396,0.4588,1.0,0.0,2.0,0.0,0.0
Negativa,2000066856.0,Mon Jun 01 21:20:40 PDT 2009,NO_QUERY,coopersmypup,@KalebNation annoying YouTube ,"['annoying', 'youtube']",-0.8,0.9,3.0,0.0,-1.0,0.73,0.27,0.0,-0.4019,2.0,0.0,0.0,0.0,0.0
Neutral,1975614884.0,Sat May 30 15:31:56 PDT 2009,NO_QUERY,Rocmoney,@SoSoulfull  Watch my show http:streettalktv.co.uk spread the word,"['watch', 'show', 'spread', 'word']",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0
Neutral,2053490127.0,Sat Jun 06 04:44:27 PDT 2009,NO_QUERY,efemiller,Missed F1 Qualifying    BBC IPLAYER here I come.,"['missed', 'qualifying', 'bbc', 'iplayer', 'come']",0.0,0.0,8.0,1.0,0.0,0.355,0.645,0.0,-0.296,2.0,0.0,2.0,1.0,0.0
Positiva,1754808972.0,Sun May 10 07:26:54 PDT 2009,NO_QUERY,janiecelincoln,@miszpriss54 such a pretty girl! Wish you updated more ,"['pretty', 'girl', 'wish', 'updated']",0.25,1.0,9.0,2.0,1.0,0.0,0.253,0.747,0.7096,1.0,1.0,1.0,1.0,0.0
Positiva,1677490887.0,Sat May 02 02:21:30 PDT 2009,NO_QUERY,natnatis,Had a fun day!  just got home from seeing the new wolverine movie and bowling! Great day to start the weekend ,"['fun', 'day', 'got', 'home', 'seeing', 'new', 'wolverine', 'movie', 'bowling', 'great', 'day', 'start', 'weekend']",0.4121212121212121,0.4681818181818182,21.0,2.0,1.0,0.0,0.598,0.402,0.8126,2.0,1.0,3.0,0.0,1.0
Positiva,2058794976.0,Sat Jun 06 15:38:31 PDT 2009,NO_QUERY,MouthyGirl,Lee Ann Womack was an unexpected surprise to start ,"['lee', 'ann', 'womack', 'unexpected', 'surprise', 'start']",0.1,1.0,9.0,2.0,1.0,0.0,0.704,0.296,0.2732,2.0,1.0,2.0,1.0,0.0
Positiva,1564797730.0,Mon Apr 20 04:57:48 PDT 2009,NO_QUERY,ziodyne,since it needs to be done in a few hours lmao ,"['since', 'needs', 'done', 'hours', 'lmao']",0.6,1.0,11.0,2.0,1.0,0.0,0.506,0.494,0.5994,0.0,1.0,2.0,1.0,1.0
Negativa,2252613356.0,Sat Jun 20 06:38:34 PDT 2009,NO_QUERY,SageLopez,"On my way to Cerritos, I'm so annoyed because I forgot my ipod  whatsevs.","['way', 'cerritos', 'annoyed', 'forgot', 'ipod', 'whatsevs']",-0.4,0.8,14.0,0.0,-1.0,0.342,0.658,0.0,-0.3818,1.0,1.0,4.0,1.0,1.0
Neutral,2322390040.0,Wed Jun 24 22:31:59 PDT 2009,NO_QUERY,McEntire1255,Its been almost a month since my birthay an yet no word from you! I dont know y I trusted u an let u in my life! Knew this would happen! ,"['almost', 'month', 'since', 'birthay', 'yet', 'word', 'dont', 'know', 'trusted', 'let', 'life', 'knew', 'would', 'happen']",0.0,0.0,31.0,1.0,0.0,0.164,0.836,0.0,-0.3724,1.0,1.0,3.0,1.0,1.0
Neutral,2014913034.0,Wed Jun 03 03:05:52 PDT 2009,NO_QUERY,zurikuzu,is still waiting ,"['still', 'waiting']",0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Neutral,1996034198.0,Mon Jun 01 14:25:54 PDT 2009,NO_QUERY,louisbamber,"Watching The Bucket List, this film makes me miss melissa like loads  cant wait for tommorow :] cuddle time.","['watching', 'bucket', 'list', 'film', 'makes', 'miss', 'melissa', 'like', 'loads', 'cant', 'wait', 'tommorow', 'cuddle', 'time']",0.0,0.0,19.0,1.0,0.0,0.099,0.745,0.155,0.2263,2.0,1.0,1.0,0.0,0.0
Neutral,1678151398.0,Sat May 02 05:42:19 PDT 2009,NO_QUERY,cndflybaby,@DianeDenmark btw did you get clips put together for #TMMM? I never ended up getting a copy of the movie ,"['btw', 'get', 'clips', 'put', 'together', 'tmmm', 'never', 'ended', 'getting', 'copy', 'movie']",0.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0
Neutral,2050261011.0,Fri Jun 05 18:21:16 PDT 2009,NO_QUERY,oxdeadonarrival,my back/neck hurt ,['hurt'],0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,-0.5267,3.0,0.0,1.0,1.0,0.0
Negativa,2071631656.0,Sun Jun 07 19:41:43 PDT 2009,NO_QUERY,jemiii,"@wsoplive Thanks!  I DVR'd the Lakers game so I could watch it after this final table.  Now, I don't have to ","['thanks', 'dvr', 'lakers', 'game', 'could', 'watch', 'final', 'table']",-0.06666666666666668,0.5333333333333333,21.0,0.0,-1.0,0.0,0.707,0.293,0.4404,2.0,2.0,3.0,1.0,1.0
Neutral,2176697463.0,Mon Jun 15 04:32:14 PDT 2009,NO_QUERY,gracelace,just updated her blog for the 1st time in 4 days ,"['updated', 'blog', 'time', 'days']",0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Neutral,2177368780.0,Mon Jun 15 05:59:08 PDT 2009,NO_QUERY,arkaitz,"@alpgarcia I don't know... that's only for IR, what about DM? ",['know'],0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Negativa,2244724862.0,Fri Jun 19 15:07:49 PDT 2009,NO_QUERY,kate2711,"@Langit_Anghel ye my dads comin at 9. its 11pm now, mite go n spend a little more time with my friends, wont see them for 3 months ","['dads', 'comin', 'mite', 'spend', 'little', 'time', 'friends', 'wont', 'see', 'months']",-0.1875,0.5,27.0,0.0,-1.0,0.0,0.761,0.239,0.4256,2.0,1.0,3.0,0.0,1.0
Negativa,1880185721.0,Fri May 22 00:22:35 PDT 2009,NO_QUERY,mrugeshkarnik,"@sankarshanm Hehehe, that'd be kinda confusing ","['hehehe', 'kinda', 'confusing']",-0.3,0.4,6.0,0.0,-1.0,0.446,0.554,0.0,-0.1548,1.0,1.0,2.0,0.0,0.0
Negativa,2062453960.0,Sat Jun 06 23:16:37 PDT 2009,NO_QUERY,martyfnday,@Ghostfreehood i want the top to stop spinning so badly. shame I can't use the booze to spin it down. ,"['want', 'top', 'stop', 'spinning', 'badly', 'shame', 'use', 'booze', 'spin']",-0.09999999999999992,0.5833333333333333,20.0,0.0,-1.0,0.542,0.258,0.2,-0.743,2.0,0.0,1.0,1.0,0.0
Neutral,1795602882.0,Thu May 14 08:03:25 PDT 2009,NO_QUERY,likezerogravity,WHY DANNY!!!!!!!!!!!!!!!!!!!!!!!!! ,['danny'],0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0
Negativa,2014866843.0,Wed Jun 03 02:57:00 PDT 2009,NO_QUERY,AssyifaMaryam,@zackalltimelow but hey it's ok to have a feeling of guilty sometimes! ,"['hey', 'feeling', 'guilty', 'sometimes']",-0.5,1.0,12.0,0.0,-1.0,0.444,0.317,0.238,-0.3182,2.0,0.0,1.0,0.0,0.0
Neutral,2190279769.0,Tue Jun 16 02:16:31 PDT 2009,NO_QUERY,mariio_,@ WORK......!!!!!!!!!!! ,['work'],0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0
Positiva,2068725387.0,Sun Jun 07 14:35:12 PDT 2009,NO_QUERY,temo_gemo,doesn't get to see her bf for 7 weeks and won't be able to talk to him for 4 weeks! omg ,"['get', 'see', 'weeks', 'able', 'talk', 'weeks', 'omg']",0.5,0.625,21.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0
Positiva,2177439042.0,Mon Jun 15 06:06:28 PDT 2009,NO_QUERY,zhayrar,"@christelmcr i'm fine, just loaded with a lot of schoolworks. ","['fine', 'loaded', 'lot', 'schoolworks']",0.4166666666666667,0.5,10.0,2.0,1.0,0.0,0.625,0.375,0.2023,1.0,0.0,2.0,1.0,0.0
Positiva,1468739830.0,Tue Apr 07 03:28:24 PDT 2009,NO_QUERY,cravenjade,@jamieharrop You a fan of Ross Noble? He once picked on me for a WHOLE performance here! I was the 'Awakeners Girl' according to him ,"['fan', 'ross', 'noble', 'picked', 'whole', 'performance', 'girl', 'according']",0.4,0.65,25.0,2.0,1.0,0.0,0.531,0.469,0.6486,2.0,2.0,4.0,0.0,2.0
Neutral,2013300209.0,Tue Jun 02 22:21:02 PDT 2009,NO_QUERY,WalkingHorse,~~Robert Palmer â Mercy Mercy Me~~ Nighty night!  â« http://blip.fm/~7jev0,"['palmer', 'mercy', 'mercy', 'nighty', 'night']",0.0,0.0,10.0,1.0,0.0,0.0,0.375,0.625,0.6124,1.0,0.0,0.0,1.0,0.0
Neutral,2247651104.0,Fri Jun 19 19:25:05 PDT 2009,NO_QUERY,lemunch,My stomach hurts ,"['stomach', 'hurts']",0.0,0.0,3.0,1.0,0.0,0.756,0.244,0.0,-0.4767,2.0,1.0,2.0,2.0,0.0
Neutral,1977808037.0,Sat May 30 21:45:22 PDT 2009,NO_QUERY,enithhernandez,@clairelouise2 I still can't see anything ,"['still', 'see', 'anything']",0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0
Neutral,2053859862.0,Sat Jun 06 05:55:05 PDT 2009,NO_QUERY,tyaloveshoes,"Buying salmon kremes, kuo tie panggang, and some other foods for watching manohara interview on extravaganza. Oh, also buying some DVDs ","['buying', 'salmon', 'kremes', 'kuo', 'tie', 'panggang', 'foods', 'watching', 'manohara', 'interview', 'extravaganza', 'also', 'buying', 'dvds']",0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
Negativa,2056988290.0,Sat Jun 06 12:09:52 PDT 2009,NO_QUERY,42rulesbooks,@fontosaurus   so sorry...don't know what else to say except  sorry ,"['sorry', 'know', 'else', 'say', 'except', 'sorry']",-0.5,1.0,10.0,0.0,-1.0,0.394,0.606,0.0,-0.1531,2.0,1.0,3.0,1.0,0.0
Neutral,1993814657.0,Mon Jun 01 10:58:25 PDT 2009,NO_QUERY,Shannequin,@poshuamason: i forgot that i work tonight. Till ten thirty. ,"['forgot', 'work', 'tonight', 'till', 'ten', 'thirty']",0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Negativa,1964629521.0,Fri May 29 14:32:40 PDT 2009,NO_QUERY,MelanieZueger,Also my friends were sitting on my lap because the benches were taken... my life is still sad... but at least I wasn't abandoned! ,"['also', 'friends', 'sitting', 'lap', 'benches', 'taken', 'life', 'still', 'sad', 'least', 'abandoned']",-0.4,0.7,24.0,0.0,-1.0,0.186,0.48,0.335,0.357,1.0,1.0,2.0,0.0,0.0
Neutral,2185919008.0,Mon Jun 15 18:05:40 PDT 2009,NO_QUERY,mattyismagic,Together   http://twitpic.com/7ie6v,['together'],0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
Positiva,1833717694.0,Mon May 18 00:12:48 PDT 2009,NO_QUERY,AndyCarolan,"morning twitter, woke up with sore neck... it will pass - happy days ","['morning', 'twitter', 'woke', 'sore', 'neck', 'pass', 'happy', 'days']",0.8,1.0,13.0,2.0,1.0,0.205,0.492,0.303,0.296,2.0,2.0,2.0,1.0,0.0
Negativa,2176114962.0,Mon Jun 15 02:57:38 PDT 2009,NO_QUERY,marlenemanto,@howard61 ....and the wine.  Unfortunately I'm not allowed wine for 24hrs. I think that's the worst pain!,"['wine', 'unfortunately', 'allowed', 'wine', 'think', 'bad', 'pain']",-0.5999999999999999,0.8333333333333333,17.0,0.0,-1.0,0.697,0.303,0.0,-0.8481,2.0,1.0,4.0,1.0,1.0
Neutral,2258719301.0,Sat Jun 20 16:23:06 PDT 2009,NO_QUERY,vyctorsoft,@MsShan22 cause some for me! I'm stuck at work  http://myloc.me/4Joa,"['cause', 'stuck', 'work']",0.0,0.0,10.0,1.0,0.0,0.5,0.5,0.0,-0.25,1.0,1.0,1.0,1.0,0.0
Positiva,1755031512.0,Sun May 10 08:04:19 PDT 2009,NO_QUERY,evhead68,Oh and I hope you all have a happy Mothers Day  Love you mom!,"['hope', 'happy', 'mothers', 'day', 'love', 'mom']",0.65,0.8,14.0,2.0,1.0,0.0,0.217,0.783,0.8957,3.0,2.0,4.0,2.0,0.0
Neutral,1796177034.0,Thu May 14 09:00:31 PDT 2009,NO_QUERY,princezzcutz,Listening to The Last Kiss on the iPod...   &quot;ahhhhaaa&quot; ,"['listening', 'last', 'kiss', 'ipod', 'quot', 'ahhhhaaa', 'quot']",0.0,0.06666666666666668,9.0,1.0,0.0,0.0,0.682,0.318,0.4215,2.0,0.0,0.0,0.0,0.0
Neutral,1971255753.0,Sat May 30 06:38:39 PDT 2009,NO_QUERY,ayashcliche,@Adityaolivier im not doin anything cutie. so you? ,"['doin', 'anything', 'cutie']",0.0,0.0,8.0,1.0,0.0,0.0,0.444,0.556,0.3612,1.0,0.0,3.0,1.0,0.0
Neutral,1990081400.0,Mon Jun 01 03:49:11 PDT 2009,NO_QUERY,Scyranth,@pinkcornbread cuz Im sneaky like dat gurl! ,"['cuz', 'sneaky', 'like', 'dat', 'gurl']",0.0,0.0,7.0,1.0,0.0,0.257,0.405,0.338,0.1531,1.0,1.0,2.0,1.0,0.0
Positiva,2191820355.0,Tue Jun 16 06:01:43 PDT 2009,NO_QUERY,exframebuilder,All this social networking is more like social NOTworking ,"['social', 'networking', 'like', 'social', 'notworking']",0.03333333333333333,0.06666666666666668,9.0,2.0,1.0,0.0,0.615,0.385,0.3612,2.0,1.0,1.0,0.0,1.0
Neutral,1984089096.0,Sun May 31 14:25:15 PDT 2009,NO_QUERY,matt_sawer,on train back to durham ,"['train', 'back', 'durham']",0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0
Neutral,2062172807.0,Sat Jun 06 22:31:02 PDT 2009,NO_QUERY,jaganath_sr,@NischalShetty MS is in search business even before google ,"['search', 'business', 'even', 'google']",0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0
Positiva,1932888701.0,Tue May 26 22:27:38 PDT 2009,NO_QUERY,joliesgrrl80,is watching the first episode of glee. Just the first 5 minutes is enough for her to watch every single episode. ,"['watching', 'first', 'episode', 'glee', 'first', 'minutes', 'enough', 'watch', 'every', 'single', 'episode']",0.10714285714285716,0.3452380952380952,21.0,2.0,1.0,0.0,0.704,0.296,0.6369,1.0,0.0,1.0,1.0,0.0
Neutral,2188506972.0,Mon Jun 15 22:01:30 PDT 2009,NO_QUERY,TaylorMarie03,nightly adventures with Kassie ,"['nightly', 'adventures', 'kassie']",0.0,0.0,4.0,1.0,0.0,0.0,0.455,0.545,0.34,2.0,2.0,5.0,1.0,2.0
Positiva,1972965232.0,Sat May 30 10:13:12 PDT 2009,NO_QUERY,raashanahmad,long distance collabs can be good but irritating too! 1 week over the internet coulda been 1 hour!--on my way to relay my verse again ,"['long', 'distance', 'collabs', 'good', 'irritating', 'week', 'internet', 'coulda', 'hour', 'way', 'relay', 'verse']",0.0833333333333333,0.6,25.0,2.0,1.0,0.189,0.629,0.182,-0.0258,2.0,1.0,1.0,1.0,0.0
Negativa,2248496479.0,Fri Jun 19 20:43:00 PDT 2009,NO_QUERY,gradontripp,"@sarahcooley I want one too, but alas, no money for it. ","['want', 'one', 'alas', 'money']",-0.4,1.0,11.0,0.0,-1.0,0.389,0.37,0.241,-0.2023,1.0,0.0,1.0,0.0,1.0
Positiva,1754473448.0,Sun May 10 06:23:33 PDT 2009,NO_QUERY,invalid_reality,@tantamani your welcome  and I'm pretty sure mother's day is celebrated on the same day all over the world,"['welcome', 'pretty', 'sure', 'mother', 'day', 'celebrated', 'day', 'world']",0.475,0.8847222222222222,19.0,2.0,1.0,0.0,0.247,0.753,0.9042,1.0,0.0,1.0,1.0,0.0
Positiva,2176716303.0,Mon Jun 15 04:35:02 PDT 2009,NO_QUERY,CrystalClear,@DJSMOOK feel better.. didn't know you were ill  Nyquil hits spot hopefully..Rest my friend rest,"['feel', 'good', 'know', 'ill', 'nyquil', 'hits', 'spot', 'hopefully', 'rest', 'friend', 'rest']",0.09999999999999998,0.8,15.0,2.0,1.0,0.151,0.376,0.473,0.7184,1.0,2.0,2.0,0.0,0.0
Positiva,2189283185.0,Mon Jun 15 23:40:23 PDT 2009,NO_QUERY,victortristan,im back in cali! home sweet home ,"['back', 'cali', 'home', 'sweet', 'home']",0.175,0.325,7.0,2.0,1.0,0.0,0.571,0.429,0.4588,2.0,1.0,3.0,1.0,0.0
Negativa,1974150356.0,Sat May 30 12:32:33 PDT 2009,NO_QUERY,HitzProductions,@LiFeSiZeBaRbii if your certain to break me out my shell ill make it my business to be there..  ,"['certain', 'break', 'shell', 'ill', 'make', 'business']",-0.14285714285714285,0.7857142857142857,18.0,0.0,-1.0,0.315,0.449,0.236,-0.1779,2.0,1.0,2.0,1.0,1.0
Positiva,1824999045.0,Sun May 17 03:53:40 PDT 2009,NO_QUERY,nicolamtan,i love howqua. missing indi ,"['love', 'howqua', 'missing', 'indi']",0.15,0.325,5.0,2.0,1.0,0.262,0.238,0.5,0.4588,2.0,1.0,4.0,1.0,1.0
Positiva,1883057644.0,Fri May 22 07:56:20 PDT 2009,NO_QUERY,inntrigulis,@a_rybak http://twitpic.com/5oj6r - you're very nice in this photo  do you speak german? o.O,"['nice', 'photo', 'speak', 'german']",0.3,0.5,14.0,2.0,1.0,0.0,0.517,0.483,0.4215,2.0,0.0,1.0,0.0,1.0
Neutral,1963822656.0,Fri May 29 13:18:09 PDT 2009,NO_QUERY,VeronicaBal,Taking off!!!! ,['taking'],0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
Positiva,2050768522.0,Fri Jun 05 19:15:30 PDT 2009,NO_QUERY,leewaters,"@lostinmiami Yeah, but I don't have money or interested friends to go with.  Looks fun, though.  Same place as Comic-Con.","['yeah', 'money', 'interested', 'friends', 'looks', 'fun', 'though', 'place']",0.275,0.35,20.0,2.0,1.0,0.0,0.261,0.739,0.8834,2.0,0.0,1.0,0.0,0.0
Neutral,2047207598.0,Fri Jun 05 13:18:34 PDT 2009,NO_QUERY,nlsko,Elvis has entered the building  goeie stem  http://twitpic.com/6ova3,"['elvis', 'entered', 'building', 'goeie', 'stem']",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0
Neutral,2006620483.0,Tue Jun 02 11:26:13 PDT 2009,NO_QUERY,BetterisLittle,@lynnskitchenadv: @HappyHousewife @GettingFreedom  and go 100% WW to avoid the carbs.  That is my thought anyway. AGREED! ,"['avoid', 'carbs', 'thought', 'anyway', 'agreed']",0.0,0.0,17.0,1.0,0.0,0.301,0.411,0.288,-0.0258,1.0,2.0,2.0,0.0,0.0
Neutral,1932682814.0,Tue May 26 21:59:12 PDT 2009,NO_QUERY,Sabki,@Hals7747 dont know yet. Coranation is june 27th.   ,"['dont', 'know', 'yet', 'coranation', 'june']",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
Positiva,2189908667.0,Tue Jun 16 01:13:55 PDT 2009,NO_QUERY,tomcritchlow,Wow - booking flights is really hard work  how do I know which is cheapest?,"['wow', 'booking', 'flights', 'really', 'hard', 'work', 'know', 'cheap']",0.06944444444444445,0.7472222222222221,15.0,2.0,1.0,0.147,0.522,0.331,0.4779,2.0,2.0,3.0,1.0,0.0
Negativa,1956401267.0,Thu May 28 21:48:01 PDT 2009,NO_QUERY,LaLahDread,So laid back... The person I care about the most avoids talking to me on the phone  So I have to settle and talk to this lame dude..  ...,"['laid', 'back', 'person', 'care', 'avoids', 'talking', 'phone', 'settle', 'talk', 'lame', 'dude']",-0.25,0.375,29.0,0.0,-1.0,0.287,0.51,0.204,-0.0772,1.0,0.0,1.0,0.0,0.0
Neutral,2010869388.0,Tue Jun 02 18:06:06 PDT 2009,NO_QUERY,Mechu,I'M GOING TO RED DEER FOR A WEEK TO STUDY ANIMATION. WWHHHEEEEEEE!! ,"['going', 'red', 'deer', 'week', 'study', 'animation', 'wwhhheeeeeee']",0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
Positiva,1753330820.0,Sun May 10 01:07:11 PDT 2009,NO_QUERY,Upstatemomof3,@4boys4now denial can be very powerful ,"['denial', 'powerful']",0.3,1.0,6.0,2.0,1.0,0.0,0.263,0.737,0.4215,3.0,2.0,3.0,1.0,1.0
Positiva,2262521796.0,Sat Jun 20 22:40:38 PDT 2009,NO_QUERY,irfanm,Cricinfo take hours [not actually hours but minutes] in loading now !! need to explore new site for cricket scores. Help me please. ,"['cricinfo', 'take', 'hours', 'actually', 'hours', 'minutes', 'loading', 'need', 'explore', 'new', 'site', 'cricket', 'scores', 'help', 'please']",0.06818181818181818,0.2772727272727273,23.0,2.0,1.0,0.0,0.722,0.278,0.6124,3.0,1.0,1.0,1.0,0.0
Positiva,2066127350.0,Sun Jun 07 09:56:27 PDT 2009,NO_QUERY,rachaelleex3,Where the hell is my best friend ,"['hell', 'best', 'friend']",1.0,0.3,7.0,2.0,1.0,0.383,0.0,0.617,0.4215,2.0,1.0,1.0,1.0,0.0
Neutral,2071498130.0,Sun Jun 07 19:29:42 PDT 2009,NO_QUERY,ewd_carson,@SliceMag i might be going to bonnaroo but i'd rather go to lollapalooza i will go to one at some point in my life ,"['might', 'going', 'bonnaroo', 'rather', 'lollapalooza', 'one', 'point', 'life']",0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
Positiva,2240594075.0,Fri Jun 19 09:56:00 PDT 2009,NO_QUERY,Lockie83,"Great start to the season for Liverpool, Glen Johnson is going to get poached, Alonso and Mascha both want out ","['great', 'start', 'season', 'liverpool', 'glen', 'johnson', 'going', 'get', 'poached', 'alonso', 'mascha', 'want']",0.8,0.75,20.0,2.0,1.0,0.0,0.649,0.351,0.6597,2.0,1.0,3.0,1.0,1.0
Negativa,2186447333.0,Mon Jun 15 18:51:11 PDT 2009,NO_QUERY,aratiii,that hike killed my abs ,"['hike', 'killed', 'abs']",-0.2,0.0,5.0,0.0,-1.0,0.692,0.308,0.0,-0.6705,2.0,0.0,3.0,1.0,1.0
Positiva,1684822354.0,Sat May 02 22:09:13 PDT 2009,NO_QUERY,JYbeliever,"Watching harry potter on tv. It seems so long ago when dan radcliffe didn't smoke, do naked plays... Oh the happiness of the future ","['watching', 'harry', 'potter', 'seems', 'long', 'ago', 'dan', 'radcliffe', 'smoke', 'naked', 'plays', 'happiness', 'future']",0.16249999999999998,0.28125,24.0,2.0,1.0,0.0,0.663,0.337,0.6808,3.0,0.0,0.0,1.0,1.0
Positiva,1468217673.0,Tue Apr 07 00:21:28 PDT 2009,NO_QUERY,ValkyrieOne,Should really go to sleep so i can get up early tomorrow (well today now) ,"['really', 'sleep', 'get', 'early', 'tomorrow', 'well', 'today']",0.15000000000000002,0.25,15.0,2.0,1.0,0.0,0.741,0.259,0.2732,0.0,1.0,1.0,1.0,1.0
Neutral,1834160215.0,Mon May 18 01:51:38 PDT 2009,NO_QUERY,Rainbow_soc,Morning Peoples ,"['morning', 'peoples']",0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Positiva,2065397606.0,Sun Jun 07 08:30:43 PDT 2009,NO_QUERY,carlinhaanyyy,@taylorswift13 http://twitpic.com/6g8k2 - You are perfect taylor ,"['perfect', 'taylor']",1.0,1.0,7.0,2.0,1.0,0.0,0.213,0.787,0.5719,2.0,1.0,3.0,1.0,0.0
Negativa,2249329478.0,Fri Jun 19 22:07:47 PDT 2009,NO_QUERY,dymespot,@BeeAshley Very unfortunate ,['unfortunate'],-0.5,1.0,3.0,0.0,-1.0,1.0,0.0,0.0,-0.4588,1.0,0.0,1.0,0.0,0.0
Positiva,2176292100.0,Mon Jun 15 03:28:05 PDT 2009,NO_QUERY,MiiX_iiN_sTyLe,omg!!!! i have write a english class test  there was really easy ),"['omg', 'write', 'english', 'class', 'test', 'really', 'easy']",0.21666666666666667,0.4166666666666667,13.0,2.0,1.0,0.0,0.653,0.347,0.4927,3.0,1.0,2.0,1.0,2.0
Positiva,2015487467.0,Wed Jun 03 04:47:44 PDT 2009,NO_QUERY,Lauren_Walton,"@meghornby we are still going  maybe even better, you dont have to wait in long queus too ","['still', 'going', 'maybe', 'even', 'good', 'dont', 'wait', 'long', 'queus']",0.325,0.5,17.0,2.0,1.0,0.0,0.734,0.266,0.4404,3.0,1.0,3.0,1.0,1.0
